VT("/Vpeak") X,VT("/Vpeak") Y,VT("/Vin") X,VT("/Vin") Y
0,0,0,0
0.003,0,0.003,0
0.009000000000000001,0,0.009000000000000001,0
0.021,-1.216480806392429e-24,0.021,0
0.04500000000000001,-8.304626329823113e-24,0.04500000000000001,0
0.07500000000000001,-2.384440202879222e-23,0.07500000000000001,0
0.105,-4.500038696864139e-23,0.105,0
0.135,-6.919159656497724e-23,0.135,0
0.165,-9.402582926070786e-23,0.165,0
0.195,-1.167340104765126e-22,0.195,0
0.225,-1.347941197910563e-22,0.225,0
0.255,-1.461344135272323e-22,0.255,0
0.2775,-1.487118306589973e-22,0.2775,0
0.3,-1.453445660024343e-22,0.3,0
0.3000000035069514,6.196542099854762e-09,0.3000000035069514,2.04104562521179e-07
0.3000000061232732,1.071996281610329e-08,0.3000000061232732,3.563744650660894e-07
0.3000000113559168,1.957513674970076e-08,0.3000000113559168,6.609142304176974e-07
0.3000000218212038,3.678014209680989e-08,0.3000000218212038,1.269993601780373e-06
0.300000042751778,7.023935910439196e-08,0.300000042751778,2.48815170714356e-06
0.3000000755071812,1.21961203727859e-07,0.3000000755071812,4.394512414137131e-06
0.300000126262407,2.027832286755351e-07,0.300000126262407,7.348456622048749e-06
0.3000002140624689,3.478875901578436e-07,0.3000002140624689,1.245839123982262e-05
0.3000003665918677,6.314424934782912e-07,0.3000003665918677,2.133551634244468e-05
0.3000005531616238,1.15053573907456e-06,0.3000005531616238,3.219370969791191e-05
0.3000006422027064,1.569981332228505e-06,0.3000006422027064,3.737579746712538e-05
0.3000007356916367,2.342810160475564e-06,0.3000007356916367,4.281672825662053e-05
0.3000008112191445,3.43484380973334e-06,0.3000008112191445,4.721231587959762e-05
0.300000870323552,4.72380345307444e-06,0.300000870323552,5.065209599457998e-05
0.3000009267426165,6.395093324408429e-06,0.3000009267426165,5.393558720145908e-05
0.3000009887114036,8.739510371015634e-06,0.3000009887114036,5.754205547832281e-05
0.300001050009146,1.150814963027408e-05,0.300001050009146,6.110946286712049e-05
0.3000011180661584,1.496026240038522e-05,0.3000011180661584,6.507023786294197e-05
0.3000011778149242,1.820549710081794e-05,0.3000011778149242,6.854748297878599e-05
0.3000012372081486,2.154635506809008e-05,0.3000012372081486,7.200402950851892e-05
0.3000013024658472,2.528535449283333e-05,0.3000013024658472,7.580186680783729e-05
0.3000013782125329,2.96665311493166e-05,0.3000013782125329,8.0210126959257e-05
0.300001472544659,3.514650130370775e-05,0.300001472544659,8.569999585124655e-05
0.3000015973731585,4.240967217460921e-05,0.3000015973731585,9.296464281712823e-05
0.3000017749745647,5.274648005737435e-05,0.3000017749745647,0.0001033004637049697
0.3000020569945834,6.915871818344742e-05,0.3000020569945834,0.0001197129805604054
0.3000026183005355,0.00010182030577589,0.3000026183005355,0.0001523784415265688
0.3000037409124396,0.0001671403605947734,0.3000037409124396,0.0002177075299557882
0.3000056829521257,0.0002801339590511962,0.3000056829521257,0.0003307164886251355
0.3000095670314978,0.0005060993748168928,0.3000095670314978,0.0005567124603594562
0.300017335190242,0.0009579424486958032,0.300017335190242,0.001008616634668627
0.3000328715077306,0.001861277683496704,0.3000328715077306,0.001912074012688668
0.3000639441427076,0.003666545370383274,0.3000639441427076,0.003717585734235407
0.3001260894126617,0.007271476385146219,0.3001260894126617,0.007323003815979228
0.3002503799525698,0.01445897506554522,0.3002503799525698,0.01451147264191197
0.3004989610323861,0.02874495005503028,0.3004989610323861,0.02879937212927969
0.3009961231920187,0.05696423213199538,0.3009961231920187,0.05702244127110426
0.3019904475112838,0.1120190768198885,0.3019904475112838,0.1120846216826569
0.3037386575081855,0.2045000102785751,0.3037386575081855,0.204577732595748
0.3042633419862747,0.2312208186521005,0.3042633419862747,0.231302032235159
0.3053127109424532,0.2832807013214411,0.3053127109424532,0.2833686725067718
0.3074114488548101,0.3820935510101124,0.3074114488548101,0.3821942159037415
0.3080200042224949,0.4094763932606474,0.3080200042224949,0.409580552787836
0.3092371149578643,0.4626035519135875,0.3092371149578643,0.4627144495939123
0.309845670325549,0.4883697229076278,0.309845670325549,0.488483874252278
0.3110627810609185,0.5383602682018548,0.3110627810609185,0.5384807013688238
0.3116713364286032,0.562605209496168,0.3116713364286032,0.5627286776510719
0.3128884471639727,0.6096443203590955,0.3128884471639727,0.609773650295275
0.3134970025316574,0.6324578426983152,0.3134970025316574,0.6325900057855244
0.3147141132670269,0.6767197672915837,0.3147141132670269,0.6768574039133025
0.3153226686347116,0.6981863797307649,0.3153226686347116,0.6983266627000061
0.316539779370081,0.7398350798780957,0.316539779370081,0.7399804766329741
0.3171483347377658,0.7600343026065508,0.3171483347377658,0.7601821724317368
0.3183654454731352,0.7992240607734287,0.3183654454731352,0.7993767103658189
0.3189740008408199,0.8182307195179899,0.3189740008408199,0.8183856811551831
0.3201911115761894,0.8551067100437685,0.3201911115761894,0.8552661408014084
0.3207996669438741,0.8729912131286658,0.3207996669438741,0.8731528060630953
0.3220167776792436,0.9076900397965312,0.3220167776792436,0.9078558125382429
0.3226253330469283,0.9245186388721273,0.3226253330469283,0.9246864341288999
0.3238424437822978,0.9571688407855325,0.3238424437822978,0.9573405460886292
0.3244509991499825,0.9730038761824413,0.3244509991499825,0.9731774737094894
0.3256681098853519,1.003726403806568,0.3256681098853519,1.00390365959895
0.3262766652530367,1.018626535417665,0.3262766652530367,1.018805561772759
0.3274937759884061,1.047535198538679,0.3274937759884061,1.047717647958964
0.3281023313560908,1.061555623079816,0.3281023313560908,1.061739729369834
0.3293194420914603,1.088757512333818,0.3293194420914603,1.088944821815925
0.329927997459145,1.101950167784892,0.329927997459145,1.102139027817267
0.3311451081945145,1.127546051312676,0.3311451081945145,1.127737908860777
0.3317536635621992,1.13995980929408,0.3317536635621992,1.140153117908907
0.3329707742975687,1.164044505987141,0.3329707742975687,1.164240619613902
0.3335793296652534,1.175725352782572,0.3335793296652534,1.17592282434021
0.3347964404006228,1.19838808350012,0.3347964404006228,1.19858817980641
0.3354049957683076,1.209379290395055,0.3354049957683076,1.209580657398879
0.336622106503677,1.230704008450931,0.336622106503677,1.230907831329195
0.3390563279744159,1.270843673284459,0.3390563279744159,1.271052088865327
0.3402734387097854,1.289724687877864,0.3402734387097854,1.289935257133444
0.3408819940774701,1.298881799089489,0.3408819940774701,1.299093410614497
0.3420991048128396,1.316648079217692,0.3420991048128396,1.316861700840968
0.3445333262835785,1.350089673760543,0.3445333262835785,1.35030705188273
0.3457348219197454,1.365622229833739,0.3457348219197454,1.365841347408657
0.3463355697378289,1.373158322058392,0.3463355697378289,1.373378281641627
0.3475370653739958,1.387785253649523,0.3475370653739958,1.38800683623149
0.3499400566463295,1.415338992502031,0.3499400566463295,1.415563607781195
0.3511415522824964,1.428309993208809,0.3511415522824964,1.428536031458877
0.3517423001005799,1.434603269007598,0.3517423001005799,1.434829995928506
0.3529437957367468,1.446817998156881,0.3529437957367468,1.447046050889934
0.3553467870090806,1.469827711260325,0.3553467870090806,1.470058238030009
0.3565482826452475,1.480659599258262,0.3565482826452475,1.480891286480284
0.3589512739175812,1.501064369011826,0.3589512739175812,1.501298213186357
0.3601527695537481,1.510669973563882,0.3601527695537481,1.510904828341295
0.3625557608260819,1.528764711994061,0.3625557608260819,1.529001441890114
0.3637572564622488,1.537282862960751,0.3637572564622488,1.537520470966618
0.3661602477345826,1.553329093119516,0.3661602477345826,1.553568327003551
0.3673617433707495,1.560882903231288,0.3673617433707495,1.561122898019027
0.3697647346430833,1.575112540735077,0.3697647346430833,1.575353940898259
0.3709662302792502,1.581811184917221,0.3709662302792502,1.58205324227584
0.373369221551584,1.594429889820361,0.373369221551584,1.59467315741992
0.3745707171877509,1.600370183115202,0.3745707171877509,1.600614016120661
0.3769737084600847,1.611560332332862,0.3769737084600847,1.611805202852045
0.3781752040962515,1.616828129177275,0.3781752040962515,1.617073483843295
0.3805781953685853,1.626751452400273,0.3805781953685853,1.626997691655059
0.3817796910047522,1.631422887490998,0.3817796910047522,1.631669538941936
0.384182682277086,1.640222804687888,0.384182682277086,1.640470205310489
0.3853841779132529,1.644365393367893,0.3853841779132529,1.644613142467437
0.3877871691855867,1.652169087657021,0.3877871691855867,1.65241746599629
0.3889886648217536,1.655842701726326,0.3889886648217536,1.656091372105044
0.3913916560940874,1.662762957576279,0.3913916560940874,1.66301215096341
0.3925931517302543,1.6660206906303,0.3925931517302543,1.666270126062864
0.3949961430025881,1.672157523955772,0.3949961430025881,1.672407388290567
0.396197638638755,1.675046458757737,0.396197638638755,1.675296520847158
0.3986006299110887,1.680488562470257,0.3986006299110887,1.680738970089133
0.3998021255472556,1.683050451448408,0.3998021255472556,1.683301017580213
0.4022051168195894,1.687876477354328,0.4022051168195894,1.688127315146214
0.4034066124557563,1.690148346059075,0.4034066124557563,1.690399307593072
0.4058096037280901,1.694428041632012,0.4058096037280901,1.694679209372576
0.407011099364257,1.696442723874789,0.407011099364257,1.696693984546165
0.4094140906365908,1.700237940332271,0.4094140906365908,1.700489349210631
0.4106155862727577,1.702024552740463,0.4106155862727577,1.702276027245464
0.4130185775450915,1.705390138994566,0.4130185775450915,1.705641710309796
0.417824560089759,1.711364131505967,0.417824560089759,1.711615791626343
0.4195036292418908,1.713235685037761,0.4195036292418908,1.713487376531539
0.4228617675461542,1.71667879486855,0.4228617675461542,1.716930471793833
0.4244306612860404,1.718159974890906,0.4244306612860404,1.718411637731432
0.4275684487658127,1.7208998170531,0.4275684487658127,1.721151407505642
0.4291373425056989,1.722165956109143,0.4291373425056989,1.722417506099981
0.4322751299854712,1.724508027554538,0.4322751299854712,1.724759457512638
0.4338440237253574,1.725590349275943,0.4338440237253574,1.725841716839494
0.4369818112051297,1.727592406643217,0.4369818112051297,1.727843613667057
0.4432573861646744,1.731019940286483,0.4432573861646744,1.731270732056388
0.4455744250835609,1.732114855921964,0.4455744250835609,1.732365519701983
0.450208502921334,1.734066716937331,0.450208502921334,1.734317025173488
0.4519708876792303,1.734733404206041,0.4519708876792303,1.734983584479672
0.4554956571950231,1.735954904783986,0.4554956571950231,1.736204783412176
0.4625451962266085,1.738006875284678,0.4625451962266085,1.738256068310517
0.4650916084807547,1.7386372630599,0.4650916084807547,1.738886252920626
0.4701844329890471,1.739748469315786,0.4701844329890471,1.739996946217912
0.4773773879319115,1.741029037616107,0.4773773879319115,1.741276721581546
0.4796644391965444,1.741375926340471,0.4796644391965444,1.741623417815892
0.4842385417258102,1.741995343139585,0.4842385417258102,1.74224233402921
0.4905585385621542,1.742709873069171,0.4905585385621542,1.742956124767974
0.4952792692810771,1.743153596113391,0.4952792692810771,1.743399317890666
0.5,1.743532799574754,0.5,1.743777981382861
0.5000006500918203,1.743531814746342,0.5000006500918203,1.743740194598875
0.500001155904382,1.74353111085585,0.500001155904382,1.743710794656896
0.5000021675295054,1.743529708932025,0.5000021675295054,1.743651996260004
0.5000035129301846,1.743527844461785,0.5000035129301846,1.743573800994081
0.5000041856305242,1.743526911825935,0.5000041856305242,1.743534704676153
0.500004353805609,1.74352672121597,0.500004353805609,1.743524930733652
0.5000044315080858,1.743526721057616,0.5000044315080858,1.743520414865985
0.5000044973746129,1.743526720921622,0.5000044973746129,1.743516586882364
0.5000045482335278,1.743526720816179,0.5000045482335278,1.743513631106148
0.5000046499513575,1.743526720605067,0.5000046499513575,1.743507719568749
0.5000048533870169,1.74352672018266,0.5000048533870169,1.743495896554081
0.5000052602583358,1.743526719337701,0.5000052602583358,1.743472250765266
0.5000060740009735,1.743526717647666,0.5000060740009735,1.743424960149704
0.500007701486249,1.743526714267502,0.500007701486249,1.743330382766733
0.5000109564567998,1.743526707507099,0.5000109564567998,1.743141243392426
0.5000174663979016,1.743526693986232,0.5000174663979016,1.742763026202554
0.500030486280105,1.74352666694445,0.500030486280105,1.742006837995455
0.500056526044512,1.743526612860848,0.500056526044512,1.740495445773412
0.5001086055733259,1.743526504693616,0.5001086055733259,1.737476594113802
0.5002127646309538,1.743526288359135,0.5002127646309538,1.73145459011111
0.5004210827462094,1.743525855690188,0.5004210827462094,1.71947312562775
0.5008377189767208,1.743524990352412,0.5008377189767208,1.695758353955275
0.5016709914377435,1.74352325967739,0.5016709914377435,1.649305513728872
0.503337536359789,1.743519798329508,0.503337536359789,1.560182499280031
0.504872200730252,1.743516610894873,0.504872200730252,1.482377654667315
0.50657214571412,1.743513080182085,0.50657214571412,1.400714536068132
0.5082827685091746,1.743509527294984,0.5082827685091746,1.323079176454734
0.5100633606207298,1.743505829087982,0.5100633606207298,1.24683539739709
0.5118906426084476,1.743502033911718,0.5118906426084476,1.17315800182705
0.5137781510001667,1.743498113651784,0.5137781510001667,1.101620539184294
0.5157250277060501,1.743494070090744,0.5157250277060501,1.032400241649741
0.5177370852247223,1.743489891156722,0.5177370852247223,0.9654295366025326
0.5198179572468719,1.743485569303162,0.5198179572468719,0.9007346581857012
0.5219728377392094,1.743481093742955,0.5219728377392094,0.8383044730365271
0.5242070010416177,1.743476453522123,0.5242070010416177,0.7781421794298665
0.5265265250244608,1.743471636017877,0.5265265250244608,0.7202452588490529
0.5289381178976982,1.743466627298334,0.5289381178976982,0.6646132962989413
0.5314493456504817,1.743461411650159,0.5314493456504817,0.6112449447635362
0.5340687250952756,1.743455971385332,0.5340687250952756,0.5601390868522165
0.5368059139938063,1.743450286446296,0.5368059139938063,0.5112943707369206
0.5396719128999694,1.743444333986772,0.5396719128999694,0.4647093681469396
0.5426793291695965,1.743438087823463,0.5426793291695965,0.4203824896352188
0.5454189301662794,1.743432397899292,0.5454189301662794,0.3836938439601445
0.5487857246351818,1.743425405356994,0.5487857246351818,0.3429615943045912
0.551841511143466,1.743419058761696,0.551841511143466,0.3097479557044427
0.5548564188228546,1.743412797077617,0.5548564188228546,0.280132301804241
0.5580550368243949,1.743406153854578,0.5580550368243949,0.251801580391239
0.5613851533127726,1.743399237533126,0.5613851533127726,0.2253461163252062
0.5648580177562152,1.743392024750663,0.5648580177562152,0.2007128675107699
0.5685195901199737,1.743384420054873,0.5685195901199737,0.1776513558855097
0.5723904539974245,1.743376380698111,0.5723904539974245,0.1561464203234455
0.5764922330673351,1.743367861773055,0.5764922330673351,0.1361923452510432
0.5808561243416488,1.743358798490261,0.5808561243416488,0.1177548766576439
0.5855168796885202,1.743349118678061,0.5855168796885202,0.1008109152341767
0.5905148425121503,1.743338738552834,0.5905148425121503,0.08534039233282598
0.5958994241396564,1.743327555499296,0.5958994241396564,0.07131893219035357
0.6017311464331586,1.743315443828712,0.6017311464331586,0.05871945351706631
0.6080849661934101,1.743302247875187,0.6080849661934101,0.04751175174814626
0.6150554139633596,1.743287771323999,0.6150554139633596,0.03766114124475872
0.6227637668610656,1.743271762316031,0.6227637668610656,0.02912752868957114
0.6313686808360286,1.74325389136827,0.6313686808360286,0.02186425833821382
0.6410825795668262,1.743233717339969,0.6410825795668262,0.01581654651576314
0.6521977141812765,1.743210633316406,0.6521977141812765,0.01091952152250331
0.665129397070289,1.743183776829289,0.665129397070289,0.007095750306289839
0.6804914680625704,1.743151873144875,0.6804914680625704,0.004252159720365523
0.6992362972230378,1.74311294454005,0.6992362972230378,0.002276409417328429
0.7229348236096095,1.743063728794942,0.7229348236096095,0.001033187315363282
0.7529348236096095,1.743001427349873,0.7529348236096095,0.0003800883722013815
0.7829348236096095,1.74293912684368,0.7829348236096095,0.0001398266979610874
0.8129348236096096,1.742876827276351,0.8129348236096096,5.143936750684475e-05
0.8429348236096096,1.742814528647874,0.8429348236096096,1.892348577259284e-05
0.8729348236096096,1.74275223095824,0.8729348236096096,6.961561370921743e-06
0.9029348236096096,1.742689934207437,0.9029348236096096,2.561015306712378e-06
0.9329348236096097,1.742627638395454,0.9329348236096097,9.421448798896392e-07
0.9629348236096097,1.742565343522279,0.9629348236096097,3.465957321147073e-07
0.9929348236096097,1.7425030495879,0.9929348236096097,1.275054442029244e-07
1.02293482360961,1.742440756592307,1.02293482360961,4.690663168993581e-08
1.05293482360961,1.74237846453549,1.05293482360961,1.725598530732952e-08
1.08293482360961,1.742316173417434,1.08293482360961,6.3481224721329e-09
1.11293482360961,1.742253883238131,1.11293482360961,2.335343696202585e-09
1.14293482360961,1.742191593997569,1.14293482360961,8.591247713241046e-10
1.17293482360961,1.742129305695735,1.17293482360961,3.160542938474009e-10
1.20293482360961,1.742067018332619,1.20293482360961,1.162698826107089e-10
1.23293482360961,1.74200473190821,1.23293482360961,4.277356246973341e-11
1.26293482360961,1.741942446422497,1.26293482360961,1.573563501722219e-11
1.29293482360961,1.741880161875468,1.29293482360961,5.788924895000491e-12
1.32293482360961,1.741817878267112,1.32293482360961,2.129629805835975e-12
1.35293482360961,1.741755595597418,1.35293482360961,7.835954107804355e-13
1.38293482360961,1.741693313866374,1.38293482360961,2.882138971926906e-13
1.41293482360961,1.741631033073969,1.41293482360961,1.059152765492399e-13
1.44293482360961,1.741568753220191,1.44293482360961,3.885780586188048e-14
1.47293482360961,1.741506474305031,1.47293482360961,1.443289932012704e-14
1.50293482360961,1.741444196328476,1.50293482360961,5.329070518200751e-15
1.53293482360961,1.741381919290515,1.53293482360961,1.998401444325282e-15
1.56293482360961,1.741319643191138,1.56293482360961,6.661338147750939e-16
1.59293482360961,1.741257368030332,1.59293482360961,2.220446049250313e-16
1.62293482360961,1.741195093808086,1.62293482360961,0
1.65293482360961,1.741132820524391,1.65293482360961,0
1.68293482360961,1.741070548179231,1.68293482360961,0
1.71293482360961,1.741008276772599,1.71293482360961,0
1.74293482360961,1.740946006304482,1.74293482360961,0
1.77293482360961,1.74088373677487,1.77293482360961,0
1.80293482360961,1.74082146818375,1.80293482360961,0
1.83293482360961,1.740759200531111,1.83293482360961,0
1.86293482360961,1.740696933816943,1.86293482360961,0
1.89293482360961,1.740634668041234,1.89293482360961,0
1.92293482360961,1.740572403203973,1.92293482360961,0
1.95293482360961,1.740510139305148,1.95293482360961,0
1.98293482360961,1.740447876344749,1.98293482360961,0
2.01293482360961,1.740385614322764,2.01293482360961,0
2.04293482360961,1.740323353239182,2.04293482360961,0
2.07293482360961,1.74026109309399,2.07293482360961,0
2.10293482360961,1.740198833887179,2.10293482360961,0
2.13293482360961,1.740136575618737,2.13293482360961,0
2.162934823609609,1.740074318288653,2.162934823609609,0
2.192934823609609,1.740012061896915,2.192934823609609,0
2.222934823609609,1.739949806443512,2.222934823609609,0
2.252934823609609,1.739887551928433,2.252934823609609,0
2.282934823609609,1.739825298351667,2.282934823609609,0
2.312934823609608,1.739763045713202,2.312934823609608,0
2.342934823609608,1.739700794013028,2.342934823609608,0
2.372934823609608,1.739638543251132,2.372934823609608,0
2.402934823609608,1.739576293427505,2.402934823609608,0
2.432934823609608,1.739514044542133,2.432934823609608,0
2.462934823609607,1.739451796595007,2.462934823609607,0
2.492934823609607,1.739389549586115,2.492934823609607,0
2.522934823609607,1.739327303515446,2.522934823609607,0
2.552934823609607,1.739265058382987,2.552934823609607,0
2.582934823609607,1.739202814188729,2.582934823609607,0
2.612934823609606,1.739140570932661,2.612934823609606,0
2.642934823609606,1.739078328614769,2.642934823609606,0
2.672934823609606,1.739016087235044,2.672934823609606,0
2.702934823609606,1.738953846793474,2.702934823609606,0
2.732934823609606,1.738891607290048,2.732934823609606,0
2.762934823609605,1.738829368724755,2.762934823609605,0
2.792934823609605,1.738767131097583,2.792934823609605,0
2.822934823609605,1.738704894408521,2.822934823609605,0
2.852934823609605,1.738642658657558,2.852934823609605,0
2.882934823609605,1.738580423844682,2.882934823609605,0
2.912934823609604,1.738518189969883,2.912934823609604,0
2.942934823609604,1.738455957033149,2.942934823609604,0
2.972934823609604,1.738393725034469,2.972934823609604,0
3,1.738337581838638,3,0
