VT("/Vpeak") (vin_p_ac=0.825) X,VT("/Vpeak") (vin_p_ac=0.825) Y
0,0
0.003,0
0.009000000000000001,0
0.021,-1.216480806392429e-24
0.04500000000000001,-8.304626329823113e-24
0.07500000000000001,-2.384440202879222e-23
0.105,-4.500038696864139e-23
0.135,-6.919159656497724e-23
0.165,-9.402582926070786e-23
0.195,-1.167340104765126e-22
0.225,-1.347941197910563e-22
0.255,-1.461344135272323e-22
0.2775,-1.487118306589973e-22
0.3,-1.453445660024343e-22
0.3000000021122287,7.041001340040261e-09
0.3000000036328014,1.199089965554492e-08
0.300000006673947,2.167251999596302e-08
0.3000000127562381,4.047931278794594e-08
0.3000000249208203,7.710727372926506e-08
0.3000000434725023,1.324363667953683e-07
0.300000072534359,2.200993347946899e-07
0.3000001236112235,3.807641951918868e-07
0.3000002117070685,6.955738550500943e-07
0.3000003173057745,1.266114430014994e-06
0.3000003665575058,1.717298483739132e-06
0.3000004186829575,2.555648358713566e-06
0.3000004606292994,3.738735300552783e-06
0.3000004932439704,5.124242437512245e-06
0.3000005244656577,6.920022077270474e-06
0.300000559141858,9.458373719032842e-06
0.3000005917308186,1.22859194749568e-05
0.3000006281741246,1.5809280148033e-05
0.30000066093824,1.91878446460818e-05
0.3000006938316554,2.269394442638502e-05
0.3000007301132824,2.662890436416328e-05
0.3000007727371407,3.129239655204002e-05
0.3000008261377382,3.715794084679688e-05
0.3000008974460158,4.500098425819868e-05
0.3000010003434663,5.632047660729888e-05
0.3000011680856806,7.477077695401789e-05
0.3000015035701092,0.0001116677641862453
0.3000021745389663,0.000185459566218204
0.3000033480444215,0.0003145156965388622
0.3000056950553318,0.0005726129312140494
0.3000103890771523,0.001088746823776364
0.3000197771207935,0.002120772380898217
0.3000385532080758,0.004183854952398798
0.3000761053826403,0.008306148748888617
0.3001512097317695,0.01653527353766535
0.3003014184300278,0.03293185213317433
0.3006018358265445,0.06547976056251158
0.3012026706195778,0.129605957091137
0.3024043402056444,0.2540691853746104
0.3027822693916098,0.2921939636672258
0.3035381277635406,0.3670177539535751
0.3050498445074022,0.5111269105614147
0.3055213469077336,0.5546088655206697
0.3064643517083963,0.6395492594584772
0.3069358541087276,0.6810286741538255
0.3078788589093903,0.7620571685244795
0.3083503613097216,0.8016262595551754
0.3092933661103843,0.8789230011726352
0.3097648685107156,0.9166697419020661
0.3107078733113783,0.9904065853756931
0.3111793757117096,1.026414899338408
0.3121223805123723,1.096755787532447
0.3125938829127036,1.131105734446518
0.3135368877133663,1.198207062032547
0.3140083901136976,1.230975015407052
0.3149513949143603,1.294985975925562
0.3154228973146916,1.326244792589937
0.3163659021153543,1.387307709693847
0.3168374045156856,1.417126891587159
0.3177804093163483,1.475377535141537
0.3182519117166797,1.503823383696655
0.3191949165173423,1.559391271397468
0.3196664189176737,1.586527034847243
0.3206094237183363,1.639535720003339
0.3210809261186677,1.665421733925513
0.3220239309193303,1.7159890800258
0.3224954333196617,1.740682901431726
0.3234384381203244,1.788921344095652
0.3239099405206557,1.812477879355782
0.3248529453213184,1.858494676240814
0.3253244477216497,1.880966303127716
0.3262674525223124,1.924863772343207
0.3267389549226437,1.946300456460795
0.3276819597233064,1.988176204013783
0.3281534621236377,2.008625609869686
0.3283892133238034,2.018730418929766
0.3288607157241347,2.0387033704949
0.3298037205247974,2.077719770854077
0.3302752229251287,2.096772856180426
0.3305109741252944,2.106187691484259
0.3309824765256257,2.124796855512308
0.3312182277257914,2.133992332784275
0.3316897301261227,2.152167917872511
0.3319254813262884,2.161149147715264
0.3323969837266197,2.178901255874321
0.3326327349267854,2.187673230067343
0.3331042373271167,2.205011727944862
0.3333399885272824,2.213579321965618
0.3338114909276138,2.230513846329123
0.3347544957282764,2.262151751799509
0.3352804894056055,2.275184237240598
0.3357132159398746,2.283529779994273
0.3361478837238736,2.290289098235619
0.3370172192918716,2.300857098518867
0.3380423712195526,2.31016912018404
0.3393117122405234,2.318899617443705
0.3409292225176689,2.327393473162562
0.3429966431834682,2.335721397774372
0.3456795322927956,2.344032470567248
0.3491744958147644,2.352357761230059
0.3518639696269193,2.357452251717706
0.3554027350619658,2.363057744069338
0.358602634122535,2.367354312932385
0.3617111389361574,2.371008621842297
0.3650407112985501,2.37449001389961
0.3685400140478479,2.377768450279315
0.3722135246859193,2.380872671067627
0.3761197383489526,2.383864617622912
0.3802877728060041,2.386768207445273
0.3847456345679401,2.389600179043662
0.3895345759378607,2.392380160886651
0.3947020546348335,2.395125148906986
0.4003040292884913,2.397850674204051
0.4064103600006606,2.400572769163674
0.4131087438250419,2.403308318561729
0.4205107585036962,2.40607570585625
0.4287614667826981,2.408895906018676
0.4380536711449343,2.411793820746656
0.4486502279512765,2.414800179953836
0.4609206611608471,2.417954472191989
0.4754039785056097,2.421309632124783
0.4877019892528048,2.42389582560409
0.5,2.426280033171936
0.5007658824244922,2.42642157770691
0.5022976472734765,2.426703132417161
0.5038028587519403,2.426977511447119
0.5054562812500161,2.427276199539052
0.507134352235877,2.427576451263061
0.5079733877288075,2.427725494403394
0.5083929054752727,2.427799747343516
0.5086026643485053,2.427836807031747
0.5090221820949705,2.427910793824751
0.5090484019541246,2.427915412132586
0.5091008416724327,2.427924646684823
0.5091270615315868,2.427929262929905
0.5091336164963753,2.427930416883805
0.5091467264259524,2.427932724662833
0.5091532813907409,2.427933878487967
0.5091549201319381,2.427934166937545
0.5091581976143325,2.427934743828655
0.5091598363555296,2.427935032270187
0.509163113837924,2.427935609145206
0.5091633851245513,2.427935656894326
0.5091639276978058,2.427935752392348
0.5091640633411194,2.427935776266807
0.5091641311627761,2.42793578820403
0.5091641715998508,2.427935737868646
0.5091642096508534,2.427935644848037
0.5091642408494532,2.427935571473862
0.5091642694250422,2.42793550625785
0.5091643265762202,2.427935380727073
0.5091644408785763,2.427935143129347
0.5091646694832883,2.427934691419014
0.5091651266927124,2.427933807179663
0.509165924608558,2.427932267823216
0.5091674758978812,2.42792927442128
0.5091682515425429,2.427927777018653
0.5091683484981255,2.427927627834555
0.5091684238439689,2.427927627654735
0.5091684626135522,2.427927627561341
0.5091684980741381,2.427927627475736
0.5091685689953099,2.427927627304422
0.5091687108376536,2.427927626961708
0.5091689945223409,2.427927626276215
0.5091695618917155,2.427927624905177
0.5091706966304647,2.427927622163058
0.509172966107963,2.427927616678788
0.5091775050629598,2.427927605710221
0.5091865829729533,2.427927583773068
0.5092047387929403,2.427927539898745
0.5092410504329142,2.427927452150089
0.5093136737128622,2.427927276652772
0.5094589202727581,2.427926925658151
0.5097494133925499,2.427926223668977
0.5103303996321334,2.427924819690926
0.5114923721113006,2.427922011736028
0.5138163170696349,2.427916395831051
0.5156475406845703,2.427911970611231
0.5177274061883934,2.427906944543901
0.5197829140191289,2.427901977342795
0.5219455053359519,2.427896751376413
0.52417146828068,2.427891372276417
0.5264884561330841,2.427885773218522
0.5288944960327565,2.427879958970939
0.5314008259627646,2.42787390237765
0.5340143958070152,2.427867586645061
0.5367454427851271,2.42786098703582
0.5396046298771227,2.427854077783902
0.5426045869960693,2.42784682837038
0.5457597011066306,2.42783920403066
0.5486321497846647,2.427832262762843
0.5521820084504463,2.427823684548398
0.5554019815031161,2.427815903513746
0.5585830648794924,2.427808216467751
0.5619676725866378,2.427800037621121
0.5655004697430889,2.427791500691769
0.5691949281338846,2.427782573127365
0.5731025960052654,2.427773130365376
0.5772480916124327,2.427763112919679
0.5816578237471619,2.427752456978074
0.5863695212104547,2.427741071374891
0.5914259679580085,2.4277288527301
0.5968776379980083,2.427715679082544
0.6027871308203967,2.427701399172487
0.6092323336023824,2.427685824801094
0.6163114669092032,2.427668718638924
0.6241509188283344,2.427649775296955
0.6329166473401336,2.427628593776182
0.6428317265353634,2.427604635072768
0.6542045200762538,2.427577154106312
0.6674757703137282,2.427545085945787
0.6833015038502049,2.427506845499915
0.7027085330403928,2.427459951812022
0.7274097770055359,2.427400266229566
0.7574097770055359,2.427327778246697
0.7874097770055359,2.427255291335062
0.817409777005536,2.427182805494648
0.847409777005536,2.427110320725437
0.877409777005536,2.427037837027414
0.907409777005536,2.426965354400565
0.9374097770055361,2.426892872844874
0.9674097770055361,2.426820392360324
0.9974097770055361,2.426747912946901
1.027409777005536,2.426675434604589
1.057409777005536,2.426602957333371
1.087409777005536,2.426530481133233
1.117409777005536,2.426458006004159
1.147409777005536,2.426385531946133
1.177409777005536,2.426313058959139
1.207409777005536,2.426240587043162
1.237409777005536,2.426168116198187
1.267409777005536,2.426095646424197
1.297409777005536,2.426023177721178
1.327409777005536,2.425950710089113
1.357409777005536,2.425878243527986
1.387409777005536,2.425805778037783
1.417409777005536,2.425733313618487
1.447409777005537,2.425660850270084
1.477409777005537,2.425588387992557
1.507409777005537,2.42551592678589
1.537409777005537,2.425443466650069
1.567409777005537,2.425371007585079
1.597409777005537,2.425298549590901
1.627409777005537,2.425226092667521
1.657409777005537,2.425153636814924
1.687409777005537,2.425081182033095
1.717409777005537,2.425008728322017
1.747409777005537,2.424936275681674
1.777409777005537,2.424863824112052
1.807409777005537,2.424791373613134
1.837409777005537,2.424718924184905
1.867409777005537,2.424646475827351
1.897409777005537,2.424574028540454
1.927409777005537,2.424501582324199
1.957409777005537,2.424429137178571
1.987409777005537,2.424356693103554
2.017409777005537,2.424284250099132
2.047409777005537,2.424211808165292
2.077409777005537,2.424139367302015
2.107409777005536,2.424066927509287
2.137409777005536,2.423994488787092
2.167409777005536,2.423922051135414
2.197409777005536,2.423849614554239
2.227409777005536,2.42377717904355
2.257409777005535,2.423704744603332
2.287409777005535,2.423632311233568
2.317409777005535,2.423559878934244
2.347409777005535,2.423487447705344
2.377409777005535,2.423415017546853
2.407409777005534,2.423342588458755
2.437409777005534,2.423270160441034
2.467409777005534,2.423197733493674
2.497409777005534,2.423125307616661
2.527409777005534,2.423052882809978
2.557409777005534,2.42298045907361
2.587409777005533,2.422908036407541
2.617409777005533,2.422835614811756
2.647409777005533,2.422763194286239
2.677409777005533,2.422690774830976
2.707409777005533,2.422618356445949
2.737409777005532,2.422545939131143
2.767409777005532,2.422473522886543
2.797409777005532,2.422401107712134
2.827409777005532,2.422328693607899
2.857409777005532,2.422256280573823
2.887409777005531,2.42218386860989
2.917409777005531,2.422111457716086
2.947409777005531,2.422039047892394
2.977409777005531,2.421966639138798
3,2.421912115515386
