/Vin (pulse_width=1.833333e-05) X,/Vin (pulse_width=1.833333e-05) Y,/Vin (pulse_width=1.666667e-05) X,/Vin (pulse_width=1.666667e-05) Y,/Vin (pulse_width=1.5e-05) X,/Vin (pulse_width=1.5e-05) Y,/Vin (pulse_width=1.333333e-05) X,/Vin (pulse_width=1.333333e-05) Y,/Vin (pulse_width=1.166667e-05) X,/Vin (pulse_width=1.166667e-05) Y,/Vin (pulse_width=1e-05) X,/Vin (pulse_width=1e-05) Y
1.276807950703199e-05,1.65,1.276807950703199e-05,1.65,1.276807950703199e-05,1.65,1.276807950703199e-05,1.65,1.26666666666667e-05,1.65,1.1015625e-05,1.624218749999999
1.376807950703199e-05,1.65,1.376807950703199e-05,1.65,1.376807950703199e-05,1.65,1.355070642018265e-05,1.65,1.26822916666667e-05,1.624218749999999,1.10234375e-05,1.611328124999998
1.4768079507032e-05,1.65,1.4768079507032e-05,1.65,1.4768079507032e-05,1.65,1.43333333333333e-05,1.65,1.26901041666667e-05,1.611328124999998,1.10390625e-05,1.585546874999994
1.5768079507032e-05,1.65,1.5768079507032e-05,1.65,1.5384039753516e-05,1.65,1.43489583333333e-05,1.624218749999999,1.26940104166667e-05,1.604882812499997,1.103930664062501e-05,1.585144042968744
1.6768079507032e-05,1.65,1.6768079507032e-05,1.65,1.6e-05,1.65,1.43567708333333e-05,1.611328125,1.26949869791667e-05,1.603271484374995,1.103954450986581e-05,1.584751558721419
1.7768079507032e-05,1.65,1.76666666666667e-05,1.65,1.6015625e-05,1.624218750000002,1.435708369904707e-05,1.610811896572275,1.269694010416671e-05,1.600048828124992,1.103966344448621e-05,1.584555316597759
1.855070642018265e-05,1.65,1.76705729166667e-05,1.643554687499999,1.601655549617079e-05,1.622683431318199,1.435724013190396e-05,1.610553782358411,1.269714542150432e-05,1.59971005451793,1.103969317814131e-05,1.584506256066844
1.93333333333333e-05,1.65,1.76725260416667e-05,1.640332031249996,1.601678812021348e-05,1.622299601647751,1.435725688559025e-05,1.610526138776036,1.269755605617954e-05,1.599032507303807,1.103971025153044e-05,1.584478084974783
1.93372395833333e-05,1.643554687499999,1.767643229166671e-05,1.633886718749989,1.601725336829887e-05,1.621531942306855,1.43572712957237e-05,1.610502362055844,1.269776137351716e-05,1.598693733696746,1.103972016403207e-05,1.584461729347094
1.93391927083333e-05,1.640332031250001,1.767740885416671e-05,1.632275390624988,1.601728756506702e-05,1.621475517639415,1.435728739301098e-05,1.610475801531833,1.269786403218597e-05,1.598524346893214,1.103972679469924e-05,1.584450788746251
1.93396809895833e-05,1.639526367187501,1.767789713541671e-05,1.631469726562487,1.601735595860331e-05,1.621362668304536,1.435730252781828e-05,1.610450829099785,1.269787892790946e-05,1.598499768949448,1.103973230529171e-05,1.58444169626868
1.933971923515319e-05,1.639463261997185,1.767814127604171e-05,1.631066894531237,1.601739015537146e-05,1.621306243637096,1.435732186373705e-05,1.610418924833813,1.269789244351361e-05,1.598477468202604,1.103973698027602e-05,1.584433982544565
1.933974402497362e-05,1.639422358793479,1.767826334635421e-05,1.630865478515611,1.601740053984175e-05,1.621289109261109,1.43573518875315e-05,1.61036938557297,1.26979194747219e-05,1.598432866708915,1.103974105565565e-05,1.584427258168178
1.933975641988383e-05,1.639401907191629,1.767829386393234e-05,1.630815124511704,1.601740776474706e-05,1.62127718816735,1.435740298316724e-05,1.610285077773993,1.269793558099056e-05,1.598406291365625,1.103974920641491e-05,1.584413809415406
1.933976268315945e-05,1.639391572786849,1.767830416729152e-05,1.630798123969058,1.601741508049613e-05,1.621265117181389,1.435750364299709e-05,1.61011898905474,1.269795293615231e-05,1.598377655348743,1.103976550793342e-05,1.584386911909862
1.933976792017384e-05,1.639382931713115,1.767831420447301e-05,1.630781562619587,1.601742278346453e-05,1.621252407283517,1.435755397291202e-05,1.610035944695114,1.269796766040248e-05,1.598353360335966,1.103978303374599e-05,1.584357994319122
1.933977283122809e-05,1.639374828473591,1.767832985861649e-05,1.630755733282848,1.601742831818268e-05,1.621243274998585,1.435756372610509e-05,1.610019851926542,1.269798538474176e-05,1.598324115176149,1.103979857626856e-05,1.58433234915688
1.933978265333661e-05,1.639358621994545,1.767834102236245e-05,1.63073731310202,1.601743938761896e-05,1.62122501042872,1.435756860270163e-05,1.610011805542255,1.269801303330657e-05,1.598278495044209,1.103981387710264e-05,1.584307102780641
1.933979986480339e-05,1.639330223074343,1.767836009805786e-05,1.630705838204594,1.601745747716114e-05,1.621195162684118,1.435757289257872e-05,1.61000472724506,1.269805990047792e-05,1.598201164211488,1.103982828959944e-05,1.584283322160928
1.93398212875369e-05,1.639294875564066,1.767837817333031e-05,1.630676014005046,1.601747082652618e-05,1.621173136231802,1.435757606628718e-05,1.609999490626104,1.269814915972189e-05,1.598053886458938,1.103984638451227e-05,1.584253465554763
1.933983926197542e-05,1.639265217740508,1.767839223252688e-05,1.630652816330712,1.60174852929128e-05,1.621149266693876,1.435758241370409e-05,1.609989017388193,1.269819378934388e-05,1.597980247582662,1.103987386126257e-05,1.584208128916769
1.933985325467972e-05,1.639242129778413,1.767840861184276e-05,1.630625790459506,1.601749972445756e-05,1.621125454645019,1.435759510853792e-05,1.609968070912371,1.269821610415487e-05,1.597943428144524,1.103991901666908e-05,1.584133622496019
1.933987026239788e-05,1.639214067043447,1.767843433725921e-05,1.630583343522364,1.601751726119236e-05,1.621096519032604,1.435762049820559e-05,1.609926177960727,1.269822726156036e-05,1.597925018425455,1.104000435469958e-05,1.583992814745689
1.93398980326562e-05,1.639168246117211,1.767847743582925e-05,1.630512230881801,1.601754265047257e-05,1.621054626720252,1.435767127754091e-05,1.609842392057438,1.269823192939219e-05,1.597917316502943,1.104004702371484e-05,1.583922410870525
1.933994522244707e-05,1.639090382962282,1.767855643010098e-05,1.630381890333442,1.60175833445211e-05,1.620987481540177,1.435777283621157e-05,1.609674820250861,1.269823679184665e-05,1.597909293453078,1.104006835822246e-05,1.583887208932943
1.934003368867634e-05,1.638944413683987,1.767859592723685e-05,1.63031672005926,1.601765801196469e-05,1.620864280258268,1.435797595355287e-05,1.609339676637706,1.269824066282265e-05,1.597902906342683,1.104007902547627e-05,1.583869607964152
1.934007792179097e-05,1.63887142904484,1.767861416868544e-05,1.630286621669086,1.601769534568648e-05,1.620802679617314,1.435838218823548e-05,1.608669389411397,1.269824343171433e-05,1.597898337671408,1.104008563438064e-05,1.583858703271946
1.934010003834829e-05,1.638834936725266,1.767865065158262e-05,1.630226424888736,1.601774382451653e-05,1.620722689547725,1.435919465760071e-05,1.607328814958779,1.26982489694977e-05,1.597889200328859,1.104008893883282e-05,1.583853250925844
1.934011109662695e-05,1.638816690565479,1.767865741623999e-05,1.630215263204081,1.601776806393156e-05,1.62068269451293,1.436081959633115e-05,1.604647666053543,1.269826004506442e-05,1.59787092564376,1.104009197378513e-05,1.583848243254536
1.934011630670357e-05,1.638808093939046,1.767866209132609e-05,1.630207549312005,1.601777109385844e-05,1.620677695133581,1.436406947379205e-05,1.59928536824307,1.269828219619787e-05,1.597834376273563,1.104009422470193e-05,1.583844529241823
1.934011958356114e-05,1.638802687124058,1.767866642511323e-05,1.630200398563229,1.601777488801063e-05,1.620671434782455,1.437056922871383e-05,1.588560772622125,1.269832649846478e-05,1.597761277533168,1.104009606886041e-05,1.583841486380318
1.93401227093802e-05,1.638797529522617,1.767867102348986e-05,1.630192811241792,1.601777970811323e-05,1.620663481613166,1.43835687385574e-05,1.567111581380235,1.269841510299859e-05,1.597615080052378,1.104009774605561e-05,1.583838719008243
1.934012521502048e-05,1.638793395216154,1.767867452943905e-05,1.630187026425624,1.601778934831843e-05,1.620647575274587,1.440956775824454e-05,1.524213198896455,1.269859231206622e-05,1.597322685090798,1.104010110044601e-05,1.583833184264093
1.934012750246798e-05,1.638789620927772,1.767868154133744e-05,1.630175456793287,1.601780862872883e-05,1.62061576259743,1.446156579761882e-05,1.438416433928894,1.269894673020146e-05,1.596737895167639,1.104010780922679e-05,1.583822114775792
1.934013207736299e-05,1.638782072351009,1.767869556513421e-05,1.630152317528612,1.601784718954963e-05,1.620552137243117,1.453866979961373e-05,1.311194830637294,1.269965556647196e-05,1.595568315321321,1.104012122678837e-05,1.58379997579919
1.934014122715301e-05,1.638766975197483,1.767872361272775e-05,1.630106038999264,1.601792431119122e-05,1.620424886534489,1.463042334139787e-05,1.159801486693467,1.270107323901295e-05,1.593229155628685,1.104014806191152e-05,1.583755697845987
1.934015952673304e-05,1.638736780890431,1.767877970791484e-05,1.630013481940567,1.60180785544744e-05,1.620170385117234,1.474169734286939e-05,0.9761993842654471,1.270390858409494e-05,1.588550836243412,1.104020173215783e-05,1.58366714193958
1.93401961258931e-05,1.638676392276327,1.767889189828902e-05,1.629828367823173,1.601838704104077e-05,1.619661382282724,1.485621740134928e-05,0.7872412877736342,1.27095792742589e-05,1.579194197472867,1.104030907265045e-05,1.583490030126767
1.934026932421323e-05,1.638555615048118,1.767911627903738e-05,1.629458139588384,1.601900401417351e-05,1.618643376613704,1.499030414316649e-05,0.565998163775242,1.272092065458684e-05,1.560480919931776,1.104052375363567e-05,1.58313580650114
1.934041572085348e-05,1.6383140605917,1.767956504053409e-05,1.628717683118808,1.602023796043899e-05,1.616607365275664,1.515498737901805e-05,0.2942708246201553,1.27436034152427e-05,1.523054364849594,1.104095311560613e-05,1.582427359249886
1.934070851413399e-05,1.637830951678865,1.768046256352752e-05,1.627236770179655,1.602270585296995e-05,1.612535342599583,1.53333333333333e-05,0,1.278896893655444e-05,1.448201254685231,1.104181183954704e-05,1.581010464747379
1.9341294100695e-05,1.636864733853195,1.768225760951437e-05,1.624274944301349,1.602764163803186e-05,1.604391297247422,1.548729453991388e-05,0,1.285630403833884e-05,1.337098336740971,1.104352928742887e-05,1.578176675742364
1.934246527381702e-05,1.634932298201853,1.768584770148807e-05,1.618351292544737,1.60375132081557e-05,1.5881032065431,1.550943053798406e-05,0,1.293641275759419e-05,1.204918949969638,1.104696418319253e-05,1.572509097732334
1.934480762006107e-05,1.631067426899171,1.769302788543548e-05,1.606503989031513,1.605725634840336e-05,1.555527025134455,1.555370253412441e-05,0,1.303353509124625e-05,1.044667099443748,1.105383397471983e-05,1.561173941712275
1.934949231254917e-05,1.623337684293807,1.77073882533303e-05,1.582809382005065,1.609674262889869e-05,1.490374662317166,1.564224652640512e-05,0,1.315263355740893e-05,0.8481546302753239,1.106757355777445e-05,1.538503629672157
1.935886169752537e-05,1.607878199083079,1.773610898911993e-05,1.53542016795217,1.617571518988934e-05,1.360069936682588,1.581933451096654e-05,0,1.327736863562331e-05,0.6423417512215939,1.109505272388369e-05,1.49316300559192
1.937760046747777e-05,1.576959228661623,1.77935504606992e-05,1.44064173984638,1.626967220308741e-05,1.205040864905768,1.612153012351249e-05,0,1.342427234928951e-05,0.3999506236723662,1.114859509417951e-05,1.404818094603806
1.941507800738257e-05,1.51512128781871,1.788696852245182e-05,1.286501937954558,1.638214197417812e-05,1.019465742606104,1.651396722267829e-05,0,1.354546950797811e-05,0.1999753118361813,1.121193661370128e-05,1.300304587392894
1.949003308719216e-05,1.391445406132885,1.79979521812026e-05,1.10337890101577,1.64968342124555e-05,0.8302235494484212,1.699511355607443e-05,0,1.36666666666667e-05,0,1.128780883050461e-05,1.175115429667388
1.959717532645813e-05,1.214660711344035,1.810608072927287e-05,0.9249667966998197,1.663084177395345e-05,0.6091110729768052,1.758498954313124e-05,0,1.38042445102241e-05,0,1.138063699075593e-05,1.021948965252723
1.96975206024936e-05,1.049091005885503,1.823331644181126e-05,0.7150278710114826,1.679533507795569e-05,0.3376971213731179,1.830176292257637e-05,0,1.382359985889225e-05,0,1.149491850377722e-05,0.8333844687675903
1.981332455964436e-05,0.8580144765867567,1.839006442413102e-05,0.4563937001838696,1.689766753897784e-05,0.1688485606865613,1.916993203958641e-05,0,1.386231055622855e-05,0,1.161552290624702e-05,0.6343872046924148
1.995740143239569e-05,0.6202876365470635,1.852836554539886e-05,0.2281968500919314,1.7e-05,0,2.016993203958641e-05,0,1.393973195090115e-05,0,1.175784618753331e-05,0.3995537905700353
2.013076761343507e-05,0.3342334378320835,1.86666666666667e-05,0,1.71332831640977e-05,0,2.116993203958641e-05,0,1.409457474024635e-05,0,1.187892309376666e-05,0.1997768952850172
2.03333333333333e-05,0,1.881636772798458e-05,0,1.715153683033859e-05,0,2.216993203958641e-05,0,1.437449311036488e-05,0,1.2e-05,0
2.050096570054607e-05,0,1.88368691723492e-05,0,1.718804416282037e-05,0,2.316993203958641e-05,0,1.474329253653812e-05,0,1.213468592912618e-05,0
2.052411567733023e-05,0,1.887787206107845e-05,0,1.726105882778394e-05,0,2.416993203958641e-05,0,1.519547880981379e-05,0,1.215396133175332e-05,0
2.057041563089855e-05,0,1.895987783853695e-05,0,1.740708815771106e-05,0,2.516993203958641e-05,0,1.575065170620844e-05,0,1.21925121370076e-05,0
2.06630155380352e-05,0,1.912388939345395e-05,0,1.76866944277771e-05,0,2.616993203958641e-05,0,1.642576333475184e-05,0,1.226961374751617e-05,0
2.084821535230849e-05,0,1.94224983467857e-05,0,1.806056947959998e-05,0,2.716993203958641e-05,0,1.724317293403671e-05,0,1.242381696853329e-05,0
2.116816735885971e-05,0,1.98167259131036e-05,0,1.851934609088932e-05,0,2.816993203958641e-05,0,1.823453444615473e-05,0,1.269903674202153e-05,0
2.158503981184153e-05,0,2.030028727826939e-05,0,1.908365903285339e-05,0,2.916993203958641e-05,0,1.923453444615473e-05,0,1.306043698282936e-05,0
2.209631609066499e-05,0,2.089434318549465e-05,0,1.977073209621649e-05,0,3.016993203958641e-05,0,2.023453444615473e-05,0,1.350344950421545e-05,0
2.272358236782522e-05,0,2.161714988209031e-05,0,2.060278389487408e-05,0,3.116993203958641e-05,0,2.123453444615473e-05,0,1.404706990485665e-05,0
2.348625519402072e-05,0,2.249270979840581e-05,0,2.160278389487408e-05,0,3.216993203958641e-05,0,2.223453444615473e-05,0,1.470786786515045e-05,0
2.441037849683483e-05,0,2.349270979840581e-05,0,2.260278389487408e-05,0,3.316993203958641e-05,0,2.323453444615473e-05,0,1.550781098032338e-05,0
2.541037849683484e-05,0,2.449270979840581e-05,0,2.360278389487408e-05,0,3.41699320395864e-05,0,2.423453444615473e-05,0,1.647782101576577e-05,0
2.641037849683484e-05,0,2.549270979840581e-05,0,2.460278389487408e-05,0,3.51699320395864e-05,0,2.523453444615473e-05,0,1.747782101576577e-05,0
2.741037849683484e-05,0,2.649270979840581e-05,0,2.560278389487408e-05,0,3.61699320395864e-05,0,2.623453444615473e-05,0,1.847782101576578e-05,0
2.841037849683484e-05,0,2.749270979840581e-05,0,2.660278389487408e-05,0,3.71699320395864e-05,0,2.723453444615473e-05,0,1.947782101576578e-05,0
2.941037849683484e-05,0,2.849270979840581e-05,0,2.760278389487408e-05,0,3.816993203958639e-05,0,2.823453444615473e-05,0,2.047782101576578e-05,0
3.041037849683484e-05,0,2.949270979840581e-05,0,2.860278389487408e-05,0,3.916993203958639e-05,0,2.923453444615473e-05,0,2.147782101576578e-05,0
3.141037849683484e-05,0,3.049270979840581e-05,0,2.960278389487408e-05,0,4.016993203958639e-05,0,3.023453444615473e-05,0,2.247782101576578e-05,0
3.241037849683484e-05,0,3.149270979840581e-05,0,3.060278389487408e-05,0,4.116993203958638e-05,0,3.123453444615473e-05,0,2.347782101576578e-05,0
3.341037849683483e-05,0,3.249270979840581e-05,0,3.160278389487408e-05,0,4.216993203958638e-05,0,3.223453444615473e-05,0,2.447782101576578e-05,0
3.441037849683483e-05,0,3.349270979840581e-05,0,3.260278389487408e-05,0,4.316993203958638e-05,0,3.323453444615472e-05,0,2.547782101576578e-05,0
3.541037849683483e-05,0,3.44927097984058e-05,0,3.360278389487408e-05,0,4.416993203958638e-05,0,3.423453444615472e-05,0,2.647782101576578e-05,0
3.641037849683482e-05,0,3.54927097984058e-05,0,3.460278389487407e-05,0,4.516993203958637e-05,0,3.523453444615472e-05,0,2.747782101576578e-05,0
3.741037849683482e-05,0,3.64927097984058e-05,0,3.560278389487407e-05,0,4.616993203958637e-05,0,3.623453444615472e-05,0,2.847782101576578e-05,0
3.841037849683482e-05,0,3.749270979840579e-05,0,3.660278389487407e-05,0,4.716993203958637e-05,0,3.723453444615471e-05,0,2.947782101576578e-05,0
3.941037849683482e-05,0,3.849270979840579e-05,0,3.760278389487406e-05,0,4.816993203958636e-05,0,3.823453444615471e-05,0,3.047782101576578e-05,0
4.041037849683481e-05,0,3.949270979840579e-05,0,3.860278389487406e-05,0,4.916993203958636e-05,0,3.923453444615471e-05,0,3.147782101576578e-05,0
4.141037849683481e-05,0,4.049270979840579e-05,0,3.960278389487406e-05,0,5.016993203958636e-05,0,4.023453444615471e-05,0,3.247782101576578e-05,0
4.241037849683481e-05,0,4.149270979840578e-05,0,4.060278389487406e-05,0,5.116993203958636e-05,0,4.12345344461547e-05,0,3.347782101576577e-05,0
4.341037849683481e-05,0,4.249270979840578e-05,0,4.160278389487405e-05,0,5.216993203958635e-05,0,4.22345344461547e-05,0,3.447782101576577e-05,0
4.44103784968348e-05,0,4.349270979840578e-05,0,4.260278389487405e-05,0,5.316993203958635e-05,0,4.32345344461547e-05,0,3.547782101576577e-05,0
4.54103784968348e-05,0,4.449270979840577e-05,0,4.360278389487405e-05,0,5.416993203958635e-05,0,4.423453444615469e-05,0,3.647782101576577e-05,0
4.64103784968348e-05,0,4.549270979840577e-05,0,4.460278389487405e-05,0,5.516993203958634e-05,0,4.523453444615469e-05,0,3.747782101576576e-05,0
4.741037849683479e-05,0,4.649270979840577e-05,0,4.560278389487404e-05,0,5.616993203958634e-05,0,4.623453444615469e-05,0,3.847782101576576e-05,0
4.841037849683479e-05,0,4.749270979840577e-05,0,4.660278389487404e-05,0,5.716993203958634e-05,0,4.723453444615469e-05,0,3.947782101576576e-05,0
4.941037849683479e-05,0,4.849270979840576e-05,0,4.760278389487404e-05,0,5.816993203958634e-05,0,4.823453444615468e-05,0,4.047782101576575e-05,0
5.041037849683479e-05,0,4.949270979840576e-05,0,4.860278389487403e-05,0,5.916993203958633e-05,0,4.923453444615468e-05,0,4.147782101576575e-05,0
5.141037849683478e-05,0,5.049270979840576e-05,0,4.960278389487403e-05,0,6.016993203958633e-05,0,5.023453444615468e-05,0,4.247782101576575e-05,0
5.241037849683478e-05,0,5.149270979840576e-05,0,5.060278389487403e-05,0,6.116993203958633e-05,0,5.123453444615467e-05,0,4.347782101576575e-05,0
5.341037849683478e-05,0,5.249270979840575e-05,0,5.160278389487403e-05,0,6.216993203958633e-05,0,5.223453444615467e-05,0,4.447782101576574e-05,0
5.441037849683477e-05,0,5.349270979840575e-05,0,5.260278389487402e-05,0,6.316993203958633e-05,0,5.323453444615467e-05,0,4.547782101576574e-05,0
5.541037849683477e-05,0,5.449270979840575e-05,0,5.360278389487402e-05,0,6.416993203958633e-05,0,5.423453444615467e-05,0,4.647782101576574e-05,0
5.641037849683477e-05,0,5.549270979840574e-05,0,5.460278389487402e-05,0,6.516993203958632e-05,0,5.523453444615466e-05,0,4.747782101576573e-05,0
5.741037849683477e-05,0,5.649270979840574e-05,0,5.560278389487401e-05,0,6.616993203958632e-05,0,5.623453444615466e-05,0,4.847782101576573e-05,0
5.841037849683476e-05,0,5.749270979840574e-05,0,5.660278389487401e-05,0,6.716993203958632e-05,0,5.723453444615466e-05,0,4.947782101576573e-05,0
5.941037849683476e-05,0,5.849270979840574e-05,0,5.760278389487401e-05,0,6.816993203958632e-05,0,5.823453444615465e-05,0,5.047782101576573e-05,0
6.041037849683476e-05,0,5.949270979840573e-05,0,5.860278389487401e-05,0,6.916993203958631e-05,0,5.923453444615465e-05,0,5.147782101576572e-05,0
6.141037849683476e-05,0,6.049270979840573e-05,0,5.9602783894874e-05,0,7.016993203958631e-05,0,6.023453444615465e-05,0,5.247782101576572e-05,0
6.241037849683475e-05,0,6.149270979840573e-05,0,6.0602783894874e-05,0,7.116993203958631e-05,0,6.123453444615465e-05,0,5.347782101576572e-05,0
6.341037849683475e-05,0,6.249270979840573e-05,0,6.1602783894874e-05,0,7.21699320395863e-05,0,6.223453444615465e-05,0,5.447782101576572e-05,0
6.441037849683475e-05,0,6.349270979840573e-05,0,6.2602783894874e-05,0,7.31699320395863e-05,0,6.323453444615465e-05,0,5.547782101576571e-05,0
6.541037849683474e-05,0,6.449270979840573e-05,0,6.3602783894874e-05,0,7.41699320395863e-05,0,6.423453444615464e-05,0,5.647782101576571e-05,0
6.641037849683474e-05,0,6.549270979840572e-05,0,6.4602783894874e-05,0,7.51699320395863e-05,0,6.523453444615464e-05,0,5.747782101576571e-05,0
6.741037849683474e-05,0,6.649270979840572e-05,0,6.560278389487399e-05,0,7.616993203958629e-05,0,6.623453444615464e-05,0,5.84778210157657e-05,0
6.841037849683474e-05,0,6.749270979840572e-05,0,6.660278389487399e-05,0,7.716993203958629e-05,0,6.723453444615464e-05,0,5.94778210157657e-05,0
6.941037849683473e-05,0,6.849270979840571e-05,0,6.760278389487399e-05,0,7.816993203958629e-05,0,6.823453444615463e-05,0,6.04778210157657e-05,0
7.041037849683473e-05,0,6.949270979840571e-05,0,6.860278389487398e-05,0,7.916993203958628e-05,0,6.923453444615463e-05,0,6.14778210157657e-05,0
7.141037849683473e-05,0,7.049270979840571e-05,0,6.960278389487398e-05,0,8.016993203958628e-05,0,7.023453444615463e-05,0,6.24778210157657e-05,0
7.241037849683472e-05,0,7.149270979840571e-05,0,7.060278389487398e-05,0,8.116993203958628e-05,0,7.123453444615463e-05,0,6.34778210157657e-05,0
7.341037849683472e-05,0,7.24927097984057e-05,0,7.160278389487398e-05,0,8.216993203958628e-05,0,7.223453444615462e-05,0,6.447782101576569e-05,0
7.441037849683472e-05,0,7.34927097984057e-05,0,7.260278389487397e-05,0,8.316993203958627e-05,0,7.323453444615462e-05,0,6.547782101576569e-05,0
7.541037849683472e-05,0,7.44927097984057e-05,0,7.360278389487397e-05,0,8.416993203958627e-05,0,7.423453444615462e-05,0,6.647782101576569e-05,0
7.641037849683471e-05,0,7.549270979840569e-05,0,7.460278389487397e-05,0,8.516993203958627e-05,0,7.523453444615461e-05,0,6.747782101576569e-05,0
7.741037849683471e-05,0,7.649270979840569e-05,0,7.560278389487397e-05,0,8.616993203958627e-05,0,7.623453444615461e-05,0,6.847782101576568e-05,0
7.841037849683471e-05,0,7.749270979840569e-05,0,7.660278389487396e-05,0,8.716993203958626e-05,0,7.723453444615461e-05,0,6.947782101576568e-05,0
7.94103784968347e-05,0,7.849270979840569e-05,0,7.760278389487396e-05,0,8.816993203958626e-05,0,7.823453444615461e-05,0,7.047782101576568e-05,0
8.04103784968347e-05,0,7.949270979840568e-05,0,7.860278389487396e-05,0,8.916993203958626e-05,0,7.92345344461546e-05,0,7.147782101576567e-05,0
8.14103784968347e-05,0,8.049270979840568e-05,0,7.960278389487395e-05,0,9.016993203958625e-05,0,8.02345344461546e-05,0,7.247782101576567e-05,0
8.24103784968347e-05,0,8.149270979840568e-05,0,8.060278389487395e-05,0,9.116993203958625e-05,0,8.12345344461546e-05,0,7.347782101576567e-05,0
8.341037849683469e-05,0,8.249270979840568e-05,0,8.160278389487395e-05,0,9.216993203958625e-05,0,8.223453444615459e-05,0,7.447782101576567e-05,0
8.441037849683469e-05,0,8.349270979840567e-05,0,8.260278389487395e-05,0,9.316993203958625e-05,0,8.323453444615459e-05,0,7.547782101576566e-05,0
8.541037849683469e-05,0,8.449270979840567e-05,0,8.360278389487394e-05,0,9.416993203958624e-05,0,8.423453444615459e-05,0,7.647782101576566e-05,0
8.641037849683469e-05,0,8.549270979840567e-05,0,8.460278389487394e-05,0,9.516993203958624e-05,0,8.523453444615459e-05,0,7.747782101576566e-05,0
8.741037849683468e-05,0,8.649270979840566e-05,0,8.560278389487394e-05,0,9.616993203958624e-05,0,8.623453444615458e-05,0,7.847782101576565e-05,0
8.841037849683468e-05,0,8.749270979840566e-05,0,8.660278389487393e-05,0,9.716993203958623e-05,0,8.723453444615458e-05,0,7.947782101576565e-05,0
8.941037849683468e-05,0,8.849270979840566e-05,0,8.760278389487393e-05,0,9.816993203958623e-05,0,8.823453444615458e-05,0,8.047782101576565e-05,0
9.041037849683467e-05,0,8.949270979840566e-05,0,8.860278389487393e-05,0,9.916993203958623e-05,0,8.923453444615457e-05,0,8.147782101576565e-05,0
9.141037849683467e-05,0,9.049270979840565e-05,0,8.960278389487393e-05,0,0.0001,0,9.023453444615457e-05,0,8.247782101576564e-05,0
9.241037849683467e-05,0,9.149270979840565e-05,0,9.060278389487392e-05,0,  ,  ,9.123453444615457e-05,0,8.347782101576564e-05,0
9.341037849683467e-05,0,9.249270979840565e-05,0,9.160278389487392e-05,0,  ,  ,9.223453444615457e-05,0,8.447782101576564e-05,0
9.441037849683466e-05,0,9.349270979840564e-05,0,9.260278389487392e-05,0,  ,  ,9.323453444615456e-05,0,8.547782101576564e-05,0
9.541037849683466e-05,0,9.449270979840564e-05,0,9.360278389487391e-05,0,  ,  ,9.423453444615456e-05,0,8.647782101576563e-05,0
9.641037849683466e-05,0,9.549270979840564e-05,0,9.460278389487391e-05,0,  ,  ,9.523453444615456e-05,0,8.747782101576563e-05,0
9.741037849683465e-05,0,9.649270979840564e-05,0,9.560278389487391e-05,0,  ,  ,9.623453444615456e-05,0,8.847782101576563e-05,0
9.841037849683465e-05,0,9.749270979840563e-05,0,9.660278389487391e-05,0,  ,  ,9.723453444615455e-05,0,8.947782101576562e-05,0
9.920518924841733e-05,0,9.849270979840563e-05,0,9.76027838948739e-05,0,  ,  ,9.823453444615455e-05,0,9.047782101576562e-05,0
0.0001,0,9.924635489920282e-05,0,9.86027838948739e-05,0,  ,  ,9.923453444615455e-05,0,9.147782101576562e-05,0
  ,  ,0.0001,0,9.930139194743695e-05,0,  ,  ,0.0001,0,9.247782101576562e-05,0
  ,  ,  ,  ,0.0001,0,  ,  ,  ,  ,9.347782101576561e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.447782101576561e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.547782101576561e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.64778210157656e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.74778210157656e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.84778210157656e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.92389105078828e-05,0
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.0001,0
